4
4
1 2
4
32.00
56	
18	45 0.04
1	56 0.08
0.2743	8.1778
0.3353	7.998
0.5182	7.9888
1.0973	7.7389
1.463	7.6383
1.4935	7.623
1.9202	7.3884
2.1031	7.3548
2.9566	7.239
3.0175	7.239
3.81	7.1994
4.3891	7.2238
4.7244	7.239
5.6693	7.2512
5.9436	7.2542
6.6751	7.2603
7.7114	7.3213
8.5039	7.3731
9.205	6.7696
9.3269	6.6568
10.2108	6.3581
10.5461	6.2819
11.0033	6.2118
11.5824	6.1143
12.131	5.9741
12.4358	5.9284
12.6187	5.8125
13.1978	5.7668
14.0513	5.6784
14.539	5.6144
14.6609	5.6144
15.0876	5.6723
15.2705	5.6723
16.002	5.7942
16.3373	5.904
16.5506	5.971
17.0383	6.035
17.1298	6.0442
17.8613	6.0869
17.8918	6.1112
18.5318	6.3033
18.6538	6.3764
19.05	6.4892
19.8425	6.7056
20.7264	7.0043
21.6408	7.0714
22.3114	7.1201
22.4942	7.1232
22.6162	7.1293
23.5306	7.1598
24.1706	7.2146
24.445	7.242
25.7861	7.3823
27.3406	7.5743
28.8036	7.7785
30.0838	7.9888
36.58
56	
18	45 0.04
1	56 0.08
0.1219	8.2022
0.2134	8.0955
0.3962	8.0498
0.9449	7.7937
1.3106	7.6596
1.3411	7.6383
1.7374	7.367
1.9202	7.3335
2.7432	7.1841
2.8042	7.1872
3.5662	7.175
4.1453	7.1933
4.4501	7.2055
5.3645	7.2207
5.6388	7.2238
6.3398	7.236
7.3457	7.2786
8.1077	7.3122
8.7478	6.666
8.8697	6.541
9.6622	6.2514
9.9974	6.1844
10.3937	6.1143
10.9423	6.0198
11.4605	5.9009
11.7348	5.8522
11.9177	5.718
12.4358	5.6784
13.2283	5.6083
13.6855	5.5596
13.716	5.5596
14.1732	5.6022
14.3561	5.6083
15.1486	5.6967
15.5143	5.7638
15.7277	5.8034
16.2458	5.8522
16.3373	5.8613
17.0993	5.8948
17.1298	5.9223
17.8003	6.1417
17.9527	6.2271
18.349	6.3551
19.2024	6.5898
20.0863	6.9251
21.1226	7.0013
21.8542	7.0622
22.037	7.0653
22.159	7.0683
23.1343	7.0866
23.8354	7.1384
24.1706	7.1658
25.6032	7.2969
27.3101	7.4676
28.8646	7.6383
30.2971	7.8029
39.62
28	
7	22 0.04
1	28 0.08
0	8.2296
1.1278	7.681
1.5545	7.3457
2.5298	7.1323
3.871	7.1628
5.334	7.1933
7.7114	7.2542
8.4125	6.4252
9.144	6.1417
9.8146	6.0198
11.0338	5.779
11.1862	5.6236
12.8016	5.5047
14.6609	5.6236
15.5448	5.6754
16.3373	5.7028
16.3678	5.7363
17.0688	5.9802
17.2212	6.0777
17.6479	6.2179
18.5318	6.474
19.4767	6.8428
20.574	6.9342
21.3665	7.0043
21.7018	7.0104
22.7686	7.0134
23.8658	7.0866
30.48	7.62
2 3
8
17	
3	11 0.04
1	17 0.08
0	7.9248
1.2192	7.3152
2.4384	7.2542
3.1699	6.858
3.6576	6.3398
4.8768	5.8979
6.1265	5.9436
7.3152	5.904
8.2906	6.3398
9.144	6.6142
10.3632	6.8275
12.192	6.8885
14.3256	7.1018
15.8496	7.3152
18.5928	7.4066
20.6959	7.8638
24.9936	8.0162
51.82
27	
7	21 0.04
1	27 0.08
0	7.8547
0.4572	7.6566
0.6096	7.5651
1.0058	7.3944
1.5545	7.2116
2.1336	7.1963
3.109	7.1689
3.4138	7.0348
3.7186	6.8793
3.9929	6.7544
4.511	6.3246
4.6025	6.2667
5.3035	6.0777
6.096	5.8491
7.3152	5.8918
8.382	5.8613
8.443	5.8644
9.3878	6.2941
9.6317	6.3764
10.2108	6.5654
11.369	6.7848
13.1064	6.8458
15.1181	7.0439
16.5506	7.239
17.1602	7.2603
19.111	7.3579
21.0922	7.8486
54.86
27	
7	21 0.04
1	27 0.08
0	7.7815
0.5486	7.5621
0.762	7.4493
1.2192	7.2634
1.8898	7.1079
2.5908	7.1018
3.749	7.0836
4.1148	6.9464
4.4806	6.7757
4.8158	6.6477
5.4559	6.2454
5.5474	6.1966
6.3703	6.0168
7.3152	5.776
8.4734	5.843
9.5098	5.8186
9.5707	5.8247
10.4851	6.2514
10.6985	6.3337
11.2776	6.5136
12.4054	6.7391
14.0208	6.8001
15.8801	6.983
17.2212	7.1598
17.8003	7.1841
19.6291	7.3091
21.4884	7.7358
48.16
27	
7	21 0.04
1	27 0.08
0	7.7114
0.6401	7.4706
0.8839	7.3365
1.4326	7.1293
2.225	7.0043
3.048	7.0043
4.4196	7.0013
4.8463	6.861
5.273	6.669
5.6693	6.5441
6.3703	6.1692
6.4922	6.1234
7.4371	5.9588
8.5344	5.7638
9.6622	5.7912
10.668	5.776
10.6985	5.7821
11.5824	6.2057
11.7958	6.2911
12.3444	6.4648
13.4112	6.6965
14.9047	6.7574
16.6726	6.9251
17.9222	7.0836
18.4404	7.1049
20.1473	7.2603
21.8846	7.6718
56.39
27	
7	21 0.04
1	27 0.08
0	7.6413
0.7315	7.3792
